PHONE_ID,PEOPLE_ID,PHONE_NUM,PHONE_IsPrimary,COUNTRY_ID
90,38,902-876-3180,true,616.02
91,872,558-451-6466,true,978.4
92,73,902-640-6498,false,351.17
93,490,659-233-6472,true,867.81
94,313,545-945-0354,true,912.88
95,562,239-568-7423,false,119.05
96,723,368-327-5479,false,882.04
97,120,502-774-2478,true,913.3
98,485,779-500-7203,true,719.39
99,120,436-416-0511,true,641.74
100,568,305-796-2381,true,961.11
101,819,962-470-8875,false,882.44
102,569,558-954-6012,true,483.54
103,768,422-760-8575,true,483.94
104,793,562-463-8140,false,803.22
105,73,583-363-9202,true,872.89
106,611,215-974-1677,false,286.22
107,345,925-257-5299,false,291.39
108,87,947-166-4919,false,292.87
109,92,806-537-6137,true,334.13
110,62,623-167-1144,false,671.54
111,492,367-279-2566,true,872.45
112,395,200-199-8019,false,302.79
113,79,282-833-8567,true,524.93
114,241,405-514-5336,true,150.72
115,416,555-985-4948,true,489.46
116,922,789-417-0162,false,71.26
117,505,256-331-6047,false,250.44
118,662,395-907-7087,false,528.07
119,906,102-738-2541,true,366.77
120,907,966-936-6614,true,520.36
121,657,652-192-9491,true,262.91
122,832,255-111-3912,false,888.39
123,837,215-144-9185,false,516.99
124,494,281-280-7890,false,667.06
125,490,114-246-2369,false,192.57
126,50,779-274-7791,true,79.24
127,480,246-782-0925,true,129.87
128,847,505-625-4934,true,166.4
129,439,260-942-6565,false,848.43
130,887,516-824-6474,false,832.78
131,138,707-507-7431,true,844.56
132,477,823-180-9014,true,889.59
133,624,130-881-5082,true,242.32
134,841,456-241-0559,true,514.09
135,936,952-282-3132,false,80.93
136,858,709-859-9467,false,742.81
137,696,949-814-5816,false,256.51
138,959,573-492-3695,true,443.63
139,451,200-745-5856,true,611.11
140,294,991-296-8103,true,553.75
141,937,868-764-2951,false,142.66
142,366,649-499-3906,false,925.11
143,38,409-909-5341,true,560.44
144,504,456-389-2766,false,234.89
145,790,999-324-8983,false,590.41
146,117,754-932-2570,true,360.12
147,343,239-768-2459,true,101.44
148,87,312-610-0234,true,97.14
149,824,811-185-2481,true,670.09
150,645,166-130-2413,false,532.13
151,790,186-553-0808,false,583.15
152,943,845-510-5885,false,160.08
153,647,709-983-7280,false,624.87
154,28,638-764-1185,false,300.89
155,808,747-763-6452,true,746.11
156,308,535-146-6468,true,608.63
157,591,708-567-6184,true,968.79
158,800,411-618-6537,true,754.55
159,36,479-582-1641,true,672.91
160,788,963-947-3156,true,289.74
161,902,577-641-4592,false,172.69
162,179,772-955-5492,false,164.79
163,591,171-722-7709,true,44.64
164,366,610-632-5132,true,304.67
165,131,919-973-3425,false,940.48
166,407,206-839-4316,true,278.29
167,800,185-993-5360,true,336.28
168,919,698-268-5102,false,415.19
169,423,164-952-6911,false,611.96
170,933,671-795-8213,false,80.53
171,567,605-951-3794,false,695.15
172,211,269-655-3723,false,689.94
173,225,668-263-2586,true,757.34
174,17,494-119-8048,true,713.65
175,13,607-441-6122,true,585.03
176,345,207-524-5688,false,305.72
177,806,500-562-9890,true,302.99
178,505,112-662-5088,false,569.94
179,554,255-285-9188,true,763.26
180,247,733-643-7550,true,774.63
181,352,620-832-0494,false,877.08
182,232,977-390-3969,true,827.85
183,902,947-439-3554,true,228.85
184,999,374-892-6624,true,170.4
185,644,965-180-3907,true,408.86
186,922,172-246-7046,false,86.67
187,411,240-751-4413,true,777.33
188,801,556-555-5205,true,872.02
189,651,706-268-4392,true,742.72
190,531,252-538-2223,false,458.55
191,445,396-219-1281,true,401.91
192,381,583-388-1068,false,163.44
193,204,590-361-8390,false,500.11
194,446,922-830-1413,false,809.03
195,235,690-557-7076,true,842.35
196,215,394-855-1991,false,179.5
197,34,486-298-1570,true,197.37
198,191,758-808-8660,true,634.31
199,15,883-905-9482,false,91.58
200,844,974-179-4557,true,647.47
201,37,635-525-6190,false,476.71
202,320,967-651-6451,true,476.15
203,600,290-351-1016,false,216.36
204,310,691-393-5292,false,870.35
205,550,214-675-5552,true,105.78
206,747,484-177-0021,false,781.14
207,566,238-398-1094,true,822.51
208,746,311-631-0416,false,965.54
209,401,869-269-1205,true,85.26
210,610,117-552-2432,true,387.58
211,328,892-895-1899,false,162.51
212,937,406-602-6387,false,877.31
213,470,451-479-5551,false,325.84
214,125,552-277-3552,false,828.25
215,56,594-702-2241,true,349.67
216,196,575-650-4331,false,311.93
217,250,849-438-2678,true,821.48
218,62,889-991-0831,true,395.16
219,976,768-184-4967,false,413.84
220,758,496-228-2790,true,328.2
221,877,919-772-7375,true,443.91
222,814,765-796-7072,true,979.8
223,405,404-119-2570,true,300.77
224,947,199-128-1241,false,164.08
225,107,480-441-2561,false,951.12
226,63,372-699-4489,true,180.28
227,352,166-740-0795,true,117.98
228,40,523-697-2108,true,2.11
229,437,597-706-4247,true,683.44
230,880,262-916-1092,true,548.83
231,589,993-464-1898,true,516.92
232,894,190-298-0962,false,414.04
233,162,220-109-6988,false,842.19
234,185,735-901-3966,true,361.75
235,867,149-292-1158,false,961.98
236,817,758-341-4749,true,405.15
237,827,855-316-2964,false,595.85
238,862,464-454-6972,true,497.16
239,705,559-436-1973,true,258.0
240,818,819-302-7615,false,698.22
241,50,488-441-3842,true,875.67
242,334,376-885-6443,false,621.6
243,584,673-864-7834,true,85.13
244,319,667-114-4577,true,593.1
245,884,903-370-1958,true,547.07
246,504,580-989-7383,true,392.61
247,672,252-889-9843,false,147.57
248,751,163-796-6956,false,425.32
249,509,129-255-2476,true,657.98
250,583,601-420-2291,false,789.79
251,817,434-676-2758,false,389.6
252,983,186-949-2801,false,984.52
253,432,825-610-6523,true,974.67
254,451,580-330-3845,true,808.8
255,98,247-791-4892,false,618.26
256,150,907-317-6744,false,207.27
257,638,918-702-1119,true,360.06
258,917,180-655-5620,false,655.07
259,94,340-540-3670,true,324.73
260,249,512-468-5641,false,422.16
261,878,893-689-3750,true,974.94
262,339,965-328-8775,false,62.54
263,416,561-164-7541,true,966.84
264,446,671-556-0763,true,155.35
265,602,398-246-6635,false,687.31
266,250,543-223-9061,true,778.73
267,369,822-176-9151,false,893.33
268,918,531-648-4173,true,38.75
269,597,251-443-2389,true,76.59
270,137,589-718-1678,true,781.85
271,895,318-589-0290,true,382.84
272,344,289-210-8479,false,794.53
273,881,481-468-6577,true,991.76
274,859,754-374-2894,false,310.84
275,478,313-669-5428,true,511.12
276,978,286-921-3856,false,912.06
277,208,218-747-6073,true,691.62
278,995,396-798-2278,true,347.32
279,555,826-955-6019,true,13.08
280,965,608-305-6856,false,95.63
281,633,672-367-9533,true,583.9
282,460,895-379-7322,true,5.86
283,835,488-843-9370,false,99.6
284,988,843-674-1736,false,32.65
285,953,342-818-2829,true,408.31
286,408,402-333-5521,false,512.69
287,141,511-815-0918,false,393.94
288,331,925-496-5665,false,431.09
289,997,424-976-3259,true,97.6
290,171,194-579-8306,true,387.36
291,514,923-732-1655,true,185.5
292,241,241-658-0315,true,163.43
293,860,707-176-8451,true,413.54
294,393,559-525-9579,true,372.68
295,476,626-514-5901,true,200.54
296,366,428-923-3691,true,15.48
297,200,790-701-2485,false,518.86
298,109,444-774-1713,false,190.83
299,589,132-780-2394,true,10.2
300,452,342-829-1979,false,974.64
301,788,618-600-1667,true,274.49
302,465,213-573-9456,true,474.73
303,944,160-435-1847,true,854.77
304,153,221-642-4704,true,485.69
305,826,991-137-6654,true,85.79
306,786,251-295-9280,false,992.41
307,604,872-657-0144,true,604.36
308,398,383-968-9212,true,185.06
309,72,114-361-0110,true,868.76
310,612,630-546-5911,false,284.22
311,233,283-447-0780,false,279.72
312,317,593-684-7269,true,151.66
313,918,317-910-9520,false,758.86
314,864,742-385-8066,false,417.39
315,956,673-666-3388,false,784.2
316,102,991-437-5990,false,171.72
317,356,499-978-7929,false,166.73
318,396,205-104-4760,false,635.25
319,645,878-941-7277,true,273.24
320,739,743-255-0013,false,239.66
321,72,759-780-2547,true,210.5
322,633,839-141-2949,false,504.21
323,356,568-831-6279,true,640.73
324,339,646-525-1774,false,788.37
325,502,925-216-3016,false,467.65
326,100,141-746-4037,true,632.5
327,611,640-559-7273,true,859.56
328,582,405-497-2480,true,145.53
329,802,378-487-8395,true,453.36
330,725,458-609-1416,true,26.19
331,15,931-350-9503,false,283.44
332,94,799-511-5212,false,337.5
333,374,200-713-2131,true,419.15
334,299,747-665-2212,true,524.68
335,918,202-801-9790,true,119.75
336,29,594-503-4255,true,239.99
337,338,835-520-4960,false,787.73
338,795,240-316-1291,true,812.5
339,375,955-102-3966,false,882.66
340,230,108-654-4354,false,720.16
341,154,307-145-8647,true,364.73
342,39,835-141-6248,false,919.33
343,347,231-158-8504,false,263.76
344,33,732-371-7950,false,140.57
345,88,967-654-7594,true,983.05
346,320,850-452-4315,false,523.92
347,329,175-265-5918,false,220.02
348,446,498-160-3368,false,838.8
349,367,715-484-9486,true,459.17
350,752,791-534-2826,true,84.61
351,901,378-510-9393,false,794.86
352,212,574-629-5281,false,421.09
353,178,135-772-8330,true,430.05
354,639,336-159-8814,true,504.1
355,448,492-522-9143,true,495.41
356,783,710-795-5943,false,480.7
357,409,480-287-4946,true,950.12
358,844,636-760-8705,false,614.48
359,763,400-838-4476,false,187.1
360,560,505-835-1050,false,555.15
361,936,872-285-7283,true,725.23
362,590,104-893-9008,false,432.27
363,107,265-866-2420,true,562.27
364,744,346-228-3862,true,378.12
365,88,577-336-5343,true,811.26
366,71,695-486-8459,true,676.27
367,127,263-604-5464,false,971.48
368,461,486-380-7764,true,824.43
369,317,108-151-0524,false,545.86
370,616,209-625-0064,false,758.98
371,863,261-221-4176,false,778.65
372,193,702-338-5532,true,182.16
373,863,489-301-4803,false,368.28
374,400,788-280-8517,false,468.93
375,157,202-945-9190,false,193.55
376,602,717-773-8658,false,361.28
377,380,109-480-6548,true,85.65
378,212,549-217-8896,false,270.99
379,238,543-567-2878,true,794.24
380,331,556-993-9026,false,196.38
381,287,132-220-4585,false,598.47
382,191,218-275-6420,true,689.56
383,639,947-770-3541,true,138.95
384,230,424-288-7931,false,171.45
385,908,154-167-7737,false,822.42
386,429,579-169-6154,true,32.36
387,92,512-447-5196,true,831.25
388,996,170-949-2456,true,160.33
389,813,751-861-5843,false,975.62
390,101,993-591-3060,false,309.37
391,323,817-112-8390,true,634.66
392,157,517-678-9206,true,900.23
393,392,565-362-0831,true,242.69
394,260,253-944-8443,true,179.55
395,521,684-494-1604,false,565.52
396,347,215-165-3436,false,699.17
397,891,924-410-1110,false,321.31
398,740,713-208-0028,true,287.58
399,163,301-155-9381,true,370.37
400,285,750-659-1171,false,809.32
401,732,360-328-1126,true,10.55
402,473,918-447-1998,false,79.25
403,76,118-871-6429,true,517.06
404,388,901-241-7814,true,456.17
405,41,392-965-5498,false,726.15
406,906,474-935-1086,false,181.83
407,673,961-517-1378,false,511.25
408,518,631-300-1073,false,931.33
409,902,384-790-8716,true,756.57
410,725,677-203-2696,true,377.27
411,684,680-799-7017,false,405.3
412,580,681-591-5704,false,875.98
413,63,516-309-2588,true,633.23
414,865,938-442-4202,true,566.03
415,449,468-756-9002,true,516.07
416,242,441-957-0690,true,665.41
417,126,781-694-1920,false,363.0
418,63,727-754-3418,true,250.73
419,501,678-161-0541,true,783.52
420,250,358-274-8364,false,806.38
421,591,188-319-9175,true,407.18
422,111,532-796-8830,false,415.15
423,835,962-740-4610,true,3.63
424,747,961-930-2861,false,158.79
425,655,555-321-2610,true,916.52
426,298,963-919-9649,true,130.55
427,494,279-571-8474,true,370.42
428,26,736-448-1118,true,739.24
429,408,597-884-1736,true,618.18
430,90,402-580-3565,false,872.75
431,226,533-638-9577,true,704.76
432,62,214-564-3201,true,615.23
433,883,835-687-6265,true,10.84
434,794,648-417-7268,false,843.22
435,271,653-830-1284,false,682.54
436,913,844-721-7716,false,191.83
437,498,271-943-9510,false,268.68
438,139,204-673-6023,true,592.12
439,815,960-798-2225,false,939.3
440,545,507-195-6172,true,561.51
441,493,996-763-1056,true,406.85
442,130,260-399-7646,true,592.39
443,10,161-201-3899,false,898.6
444,657,725-909-1369,false,995.63
445,693,246-664-4793,true,229.83
446,321,240-559-1130,true,371.3
447,386,279-688-4431,true,661.69
448,167,120-706-7244,true,469.97
449,766,803-631-9032,false,73.49
450,773,407-915-2303,true,664.33
451,714,696-986-9268,false,879.9
452,161,707-756-8448,true,317.56
453,208,841-569-9703,false,729.22
454,778,869-873-7836,true,405.47
455,766,539-549-6243,true,1.83
456,128,713-945-7634,true,630.05
457,306,401-281-8403,false,18.12
458,798,279-939-9319,true,86.83
459,688,153-387-0360,true,655.17
460,170,328-313-7426,false,475.37
461,752,347-797-7963,true,493.24
462,94,981-534-4935,true,993.56
463,388,428-983-1697,true,302.57
464,770,632-342-9629,false,815.1
465,552,113-787-8461,true,649.67
466,580,502-573-8047,true,958.17
467,426,762-284-4892,false,823.24
468,372,898-416-2057,false,686.62
469,154,119-267-1149,true,587.2
470,725,293-741-2945,true,841.99
471,966,291-695-1694,true,701.81
472,172,206-270-5162,true,275.67
473,784,757-674-1742,true,19.01
474,769,427-747-6702,false,836.9
475,739,743-813-7786,false,442.87
476,295,922-704-4435,false,200.62
477,604,569-186-2745,true,760.51
478,955,290-930-8883,false,559.19
479,393,688-149-3881,false,226.91
480,707,386-359-0547,false,275.93
481,134,990-234-4256,false,681.84
482,246,508-658-2333,false,591.11
483,756,667-495-9235,true,962.68
484,493,971-112-6753,true,891.96
485,186,922-415-7912,true,280.4
486,205,263-633-9280,false,995.33
487,850,774-471-1909,false,416.67
488,7,243-765-5300,true,171.45
489,546,186-502-4662,false,890.52
490,434,178-336-0784,true,605.12
491,434,306-975-5871,false,46.74
492,581,624-808-4934,false,143.7
493,88,296-123-3548,false,181.94
494,333,905-406-0413,true,518.65
495,876,860-271-6366,false,934.61
496,445,708-158-3637,true,545.97
497,642,108-500-2803,false,528.13
498,114,872-621-7787,true,381.58
499,64,424-766-7514,true,90.21
500,567,323-316-7492,true,355.67
501,463,915-166-7818,false,117.99
502,842,384-773-5010,true,752.78
503,372,869-612-4263,true,662.06
504,563,558-349-8218,false,199.98
505,872,936-281-6013,false,360.94
506,5,139-153-6429,true,173.3
507,457,421-632-8917,true,717.86
508,61,327-544-9301,false,32.04
509,265,570-989-2992,false,314.9
510,97,136-415-6111,false,267.35
511,85,427-422-5781,true,596.62
512,50,328-581-4092,true,947.07
513,329,265-767-7587,true,922.69
514,636,725-967-6148,false,942.27
515,579,655-164-6242,true,923.98
516,686,138-451-6670,false,980.27
517,241,965-571-0693,true,557.98
518,468,794-374-7294,true,514.83
519,243,254-736-0952,false,61.03
520,181,691-660-2884,false,985.72
521,580,744-259-3405,true,681.95
522,547,516-242-2767,true,197.83
523,340,119-197-5706,false,423.24
524,136,113-630-3655,true,605.21
525,769,966-790-1021,false,747.74
526,132,233-249-4071,true,410.24
527,658,650-437-1131,false,22.32
528,697,376-767-0245,false,169.13
529,274,504-564-6605,true,76.26
530,236,137-360-0244,true,346.58
531,103,580-809-9024,false,704.43
532,989,915-428-5185,true,245.74
533,471,548-704-2729,false,573.04
534,288,474-955-8919,true,554.52
535,91,916-506-4528,true,69.7
536,828,753-973-0883,true,688.2
537,373,702-166-1387,true,134.36
538,28,989-371-2022,false,184.23
539,719,417-361-1410,false,963.97
540,604,415-872-2547,true,171.68
541,24,155-203-2240,false,933.01
542,776,407-170-7691,true,625.26
543,763,614-905-5081,false,66.0
544,84,214-612-3816,false,626.73
545,892,888-900-3548,false,452.7
546,101,549-616-4186,true,491.16
547,274,880-606-8692,true,476.76
548,451,757-108-9685,false,914.71
549,238,988-142-9709,true,312.09
550,840,235-152-3300,false,192.17
551,611,503-894-0917,true,955.69
552,969,855-435-2604,true,256.29
553,454,333-861-1398,true,204.65
554,775,886-346-7027,false,169.69
555,398,666-470-3239,false,730.07
556,568,582-593-3405,true,336.25
557,371,693-490-5001,false,754.02
558,226,844-835-1665,true,283.86
559,398,489-124-6832,false,308.89
560,106,205-213-2254,true,582.77
561,124,277-755-7238,true,742.18
562,889,250-765-4352,false,871.82
563,417,458-482-4536,false,440.12
564,795,166-983-3075,true,984.08
565,64,683-246-4470,true,836.93
566,622,640-912-0079,false,192.56
567,775,487-776-7091,false,210.96
568,542,519-854-2009,false,904.02
569,891,596-897-8571,true,421.8
570,615,849-300-8560,true,727.89
571,489,915-853-8027,false,983.24
572,904,468-557-3643,true,899.66
573,39,105-598-1298,false,765.02
574,926,500-167-4089,true,863.09
575,584,692-878-2991,false,558.61
576,749,746-627-9681,false,899.22
577,997,682-694-4376,true,333.32
578,788,398-590-0876,true,388.95
579,155,683-884-9401,true,229.39
580,317,543-293-4803,false,309.94
581,110,644-718-8396,true,759.97
582,552,517-191-5145,true,240.57
583,181,131-703-3671,false,450.38
584,832,124-839-7439,true,124.17
585,984,870-574-6218,false,10.87
586,674,278-141-9763,true,195.08
587,608,531-575-6819,true,306.43
588,29,721-697-0858,true,801.05
589,966,760-446-8035,true,517.06
590,638,437-739-7057,true,329.24
591,652,770-853-9518,true,932.63
592,254,505-631-4699,false,147.0
593,99,111-931-7427,true,533.87
594,411,425-966-3560,true,610.43
595,692,614-903-0340,false,159.81
596,256,310-632-1988,false,290.31
597,123,609-994-4946,false,111.89
598,838,863-210-4565,true,866.32
599,970,441-809-9755,true,122.5
600,406,204-863-6719,false,589.85
601,235,440-270-4119,false,263.68
602,396,209-102-1715,true,392.11
603,245,651-556-9314,false,921.4
604,504,832-829-5314,true,906.34
605,168,719-283-7483,true,842.74
606,606,508-232-6473,false,491.37
607,880,894-697-0230,false,217.35
608,686,983-737-8694,false,285.96
609,105,570-764-7029,true,334.15
610,334,265-213-4264,false,234.38
611,117,412-716-6133,false,51.83
612,517,563-358-2617,true,260.74
613,671,915-311-5145,false,135.09
614,497,493-766-9162,false,638.38
615,522,731-492-6176,true,457.37
616,52,239-454-3443,false,567.52
617,786,105-313-1675,true,274.42
618,814,105-269-2063,false,7.56
619,696,204-172-6345,true,137.61
620,193,531-952-2629,false,417.42
621,857,738-577-3383,true,941.07
622,918,544-623-3580,true,734.18
623,234,363-805-1458,true,572.88
624,912,852-695-3015,false,423.33
625,448,813-269-6547,true,195.9
626,4,681-328-8781,false,97.4
627,321,979-610-9641,true,982.36
628,866,670-387-5352,true,31.14
629,945,663-739-0171,true,24.38
630,249,936-863-2298,true,847.36
631,641,360-610-4806,false,560.72
632,987,533-229-5464,false,709.93
633,638,209-996-0400,true,472.31
634,999,768-213-4587,false,235.16
635,993,957-712-0705,true,468.35
636,215,175-993-3088,true,527.78
637,619,135-144-3990,false,73.64
638,556,812-550-3459,false,663.41
639,253,553-528-4927,true,67.42
640,898,322-936-3484,true,545.28
641,214,114-306-1904,false,385.36
642,187,817-687-1584,false,70.92
643,394,959-865-3169,true,620.8
644,641,328-350-6666,true,381.32
645,990,974-107-3876,true,967.61
646,52,264-444-3070,false,213.41
647,640,271-425-2640,true,926.79
648,754,703-917-4609,false,49.66
649,545,789-146-3132,true,207.96
650,117,480-428-7595,false,539.67
651,245,972-574-6550,false,525.74
652,987,132-827-1896,true,396.26
653,708,630-533-1988,false,395.57
654,587,914-985-5568,false,974.88
655,577,994-866-9710,true,346.92
656,50,512-528-9146,true,436.14
657,115,649-702-1025,false,883.25
658,508,148-885-0709,false,588.33
659,328,920-236-9287,true,320.01
660,475,340-924-5813,false,438.92
661,967,440-292-4451,true,633.81
662,355,387-929-4600,true,563.14
663,421,801-200-4666,true,195.35
664,708,568-742-1481,false,876.8
665,505,574-412-7772,true,292.66
666,961,815-824-7701,true,885.1
667,350,589-830-5810,false,940.13
668,637,515-912-7425,true,533.29
669,368,304-397-6142,false,269.75
670,954,312-486-5601,true,176.88
671,622,371-559-7407,true,139.03
672,593,959-486-0086,true,455.42
673,394,147-133-5285,false,245.27
674,340,832-139-3954,false,298.75
675,983,991-194-7916,true,400.53
676,519,863-866-5351,true,890.1
677,968,514-857-0250,true,973.64
678,179,532-257-0802,false,990.46
679,163,868-482-2721,true,824.37
680,814,755-511-4120,true,95.95
681,583,288-858-6928,true,706.26
682,410,846-808-1923,true,402.42
683,404,272-509-6562,true,845.4
684,221,198-597-1689,false,550.93
685,118,668-906-1774,true,472.33
686,714,298-651-7899,false,897.75
687,513,246-185-0466,true,167.03
688,38,473-896-5257,true,480.69
689,907,403-967-8985,false,823.41
690,526,832-387-7715,false,350.04
691,679,698-151-2467,false,803.32
692,495,270-650-8626,true,760.4
693,296,562-361-8900,false,12.98
694,176,483-870-8109,true,756.71
695,380,145-792-4528,true,485.11
696,740,943-780-8542,false,275.59
697,469,550-573-1627,true,442.77
698,501,118-173-8858,true,829.77
699,797,129-338-6405,true,771.13
700,278,695-457-8403,true,907.23
701,484,852-102-5936,false,888.98
702,879,834-415-6416,true,994.68
703,62,498-934-2205,false,467.8
704,823,807-971-6152,false,544.28
705,167,595-197-2811,true,234.35
706,875,901-528-1020,false,845.63
707,423,726-980-0524,false,363.22
708,929,205-742-5332,true,346.39
709,426,810-869-3336,false,948.24
710,787,717-102-1951,false,836.62
711,517,115-393-0471,true,183.24
712,270,792-349-2034,true,122.03
713,401,471-289-4041,false,45.7
714,878,101-282-7737,false,875.15
715,253,715-614-9137,false,928.84
716,304,791-339-8300,true,543.36
717,701,151-218-5607,true,728.88
718,123,395-247-0850,true,639.29
719,732,623-349-6355,true,695.24
720,309,393-578-6526,true,652.92
721,579,420-942-1215,true,354.06
722,914,863-940-3734,false,986.7
723,900,570-888-3120,true,237.89
724,310,223-582-4991,true,196.3
725,764,921-860-8612,false,12.57
726,709,200-296-5775,false,212.88
727,283,145-749-3808,true,58.64
728,600,738-369-0124,false,139.19
729,181,331-998-5534,false,273.07
730,715,197-139-0399,false,318.75
731,302,568-674-6928,true,617.36
732,85,879-917-6625,true,608.49
733,34,658-765-8155,true,394.3
734,722,173-596-4336,true,9.06
735,495,480-835-3651,false,231.7
736,527,606-739-3303,false,766.42
737,294,958-971-1892,true,474.71
738,928,614-349-4766,false,972.98
739,196,901-795-3482,true,955.72
740,350,731-299-8180,false,735.29
741,274,242-284-4605,true,1.23
742,166,873-724-7811,true,309.16
743,213,110-952-5147,true,807.42
744,293,227-928-4823,true,744.87
745,853,565-793-9852,true,45.12
746,778,778-237-0056,true,639.16
747,259,376-276-9641,false,471.93
748,820,206-868-8107,true,719.98
749,434,154-974-0046,false,659.36
750,761,659-935-5936,true,492.57
751,829,418-642-5202,false,369.33
752,131,407-892-2534,false,20.51
753,129,105-821-6634,false,269.42
754,833,112-726-2373,false,175.54
755,678,638-177-6267,false,700.19
756,285,626-247-1026,true,154.28
757,385,154-333-1904,false,478.54
758,809,676-906-8300,false,838.31
759,428,378-511-7689,false,764.26
760,343,169-307-9755,true,571.6
761,543,864-951-4315,true,672.01
762,246,984-532-2115,true,519.46
763,44,977-854-5814,false,108.9
764,506,928-902-1592,true,942.89
765,618,221-578-2990,true,381.65
766,929,889-970-0026,false,159.78
767,326,214-846-6542,false,672.94
768,783,448-336-3268,false,192.21
769,155,682-705-8385,false,247.93
770,617,973-174-3047,false,907.93
771,935,297-706-2483,true,735.97
772,53,619-133-7028,true,704.43
773,324,976-499-3326,false,51.77
774,178,193-435-9028,true,543.01
775,915,516-812-0260,false,579.87
776,498,131-133-2970,false,134.23
777,261,667-801-3246,true,94.43
778,730,564-477-0917,true,262.1
779,722,104-536-4443,true,675.33
780,284,893-442-0648,false,698.86
781,178,478-363-2880,true,605.93
782,661,274-215-6694,true,570.64
783,700,932-447-0798,false,608.15
784,280,686-597-5911,true,769.41
785,550,234-218-3404,true,212.24
786,884,715-240-3817,false,329.64
787,453,444-134-6998,false,735.38
788,772,817-961-0437,true,587.32
789,730,291-635-9600,false,956.39
790,637,888-760-8174,true,419.37
791,888,944-404-7489,false,411.2
792,842,803-868-9540,true,172.96
793,491,271-878-9210,false,163.71
794,178,914-491-3856,false,597.78
795,481,147-634-3445,true,80.82
796,693,190-948-9734,false,906.5
797,845,711-208-2235,true,321.98
798,231,882-444-4522,true,329.94
799,457,831-207-4621,false,392.98
800,891,944-313-9093,false,471.54
801,146,967-205-5784,true,723.18
802,151,396-147-9987,true,829.71
803,7,252-440-6020,false,312.07
804,71,340-347-7448,true,950.03
805,911,775-703-8946,false,794.76
806,481,894-742-2981,false,663.66
807,275,543-808-7325,true,320.26
808,632,393-669-4348,false,772.28
809,874,781-538-3487,false,836.41
810,12,940-142-3151,true,670.47
811,972,732-616-3964,true,59.93
812,183,978-112-4880,false,99.55
813,96,184-170-5622,true,376.12
814,56,294-432-0558,true,688.24
815,263,291-594-9771,false,516.39
816,790,894-802-3321,true,461.04
817,378,903-767-6591,false,445.0
